OBJECTID,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
-1,892871,Johnson,MORSE,5/23/2020 0:00:00,1130,Tornado,,EF0,0,0,0,0,IA,CST-6,,148283,C,103,DVN,0,0,NWS Storm Survey,,5.270000000000000,50,0,NNE,6,NE,MORSE,5/23/2020 0:00:00,1144,41.755200000000002,-91.427099999999996,41.816200000000002,-91.365700000000004,"An EF-1 tornado caused outbuilding, grain bin, and tree damage at a farmstead in northeast Johnson County. The tornado then followed an intermittent northeast path for 7 miles into Cedar County. The tornado downed power poles east of Sutliff. Maximum winds were estimated at 110 mph, with a maximum path width around 50 yards. The damage in Johnson County was rated as EF-0. Johnson and Cedar County Emergency Management provided assistance in completing the survey.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",11
-1,892883,Cedar,CEDAR BLUFF,5/23/2020 0:00:00,1144,Tornado,,EF1,0,0,0,0,IA,CST-6,,148283,C,31,DVN,0,0,NWS Storm Survey,,1.780000000000000,50,3,NW,4,NNW,CEDAR BLUFF,5/23/2020 0:00:00,1149,41.816699999999997,-91.365899999999996,41.837299999999999,-91.345200000000006,"An EF-1 tornado caused outbuilding, grain bin, and tree damage at a farmstead in northeast Johnson County. The tornado then followed an intermittent northeast path for 7 miles into Cedar County. The tornado downed power poles east of Sutliff. Maximum winds were estimated at 110 mph, with a maximum path width around 50 yards. Johnson and Cedar County Emergency Management provided assistance in completing the survey.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",12
-1,892873,Cedar,MECHANICSVILLE,5/23/2020 0:00:00,1157,Tornado,,EF0,0,0,0,0,IA,CST-6,,148283,C,31,DVN,0,0,NWS Storm Survey,,6.400000000000000,30,3,SSW,3,NNE,MECHANICSVILLE,5/23/2020 0:00:00,1211,41.859800000000000,-91.290099999999995,41.947000000000003,-91.247900000000001,"A  tornado developed southwest of Mechanicsville shortly before 1 pm, and tracked northeast through northern Cedar County. The tornado destroyed the porch of a home just west of Mechanicsville, and caused outbuilding damage at a farmstead near the Cedar/Jones County line before lifting. The tornado was rated EF1 with maximum winds estimated around 95 mph. The tornado was on the ground for about 16 minutes along an intermittent 7 mile path. Assistance with the survey was provided by Cedar County Emergency Management and the Mechanicsville Fire Department.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",13
-1,892884,Jones,MORLEY,5/23/2020 0:00:00,1211,Tornado,,EF1,0,0,0,0,IA,CST-6,,148283,C,105,DVN,0,0,NWS Storm Survey,,0.460000000000000,30,4,S,3,S,MORLEY,5/23/2020 0:00:00,1213,41.947000000000003,-91.247900000000001,41.953299999999999,-91.245300000000000,"A  tornado developed southwest of Mechanicsville shortly before 1 pm, and tracked northeast through northern Cedar County. The tornado destroyed the porch of a home just west of Mechanicsville, and caused outbuilding damage at a farmstead near the Cedar/Jones County line before lifting. The tornado was rated EF1 with maximum winds estimated around 95 mph. The tornado was on the ground for about 16 minutes along an intermittent 7 mile path. Assistance with the survey was provided by Cedar County Emergency Management and the Mechanicsville Fire Department.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",14
-1,892874,Clinton,LOST NATION,5/23/2020 0:00:00,1220,Tornado,,EF0,0,0,0,0,IA,CST-6,,148283,C,45,DVN,0,0,NWS Storm Survey,,1.190000000000000,20,2,SE,3,ESE,LOST NATION,5/23/2020 0:00:00,1223,41.942300000000003,-90.803299999999993,41.951500000000003,-90.783799999999999,"Photo and video evidence passed along by Emergency Management confirms an EF-0 tornado just southeast of of Lost Nation, IA. There was damage to a metal farm building. |Maximum winds are estimated around 85 mph.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",15
-1,892881,Jackson,MAQUOKETA,5/23/2020 0:00:00,1253,Tornado,,EF0,0,0,0,0,IA,CST-6,,148283,C,97,DVN,0,0,NWS Storm Survey,,1.450000000000000,20,2,S,2,ESE,MAQUOKETA,5/23/2020 0:00:00,1257,42.047199999999997,-90.675600000000003,42.056899999999999,-90.650499999999994,"Video passed along by emergency management confirms an EF-0 tornado, which caused some shingle damage at a few homes near Prairie Creek Golf Course, just south of Maquoketa, IA. The tornado path is around 1.5 miles long, and was on the ground for about 4 minutes. The maximum wind speed is estimated at 80 mph.","Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",16
-1,892882,Jackson,ANDREW,5/23/2020 0:00:00,1324,Tornado,,EFU,0,0,0,0,IA,CST-6,,148283,C,97,DVN,0,0,Trained Spotter,,0.040000000000000,10,2,NNE,2,NNE,ANDREW,5/23/2020 0:00:00,1325,42.170000000000002,-90.584199999999996,42.170499999999997,-90.584000000000003,A trained spotter observed a brief tornado in a field. There was no observable damage to assign an EF-scale rating.,"Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event across Iowa and Illinois.",17
-1,887327,Polk,LOVINGTON,5/25/2020 0:00:00,1726,Tornado,,EF1,0,0,0,0,IA,CST-6,,147512,C,153,DMX,0,0,NWS Storm Survey,,1.560000000000000,50,1,NNW,1,NE,JOHNSTON,5/25/2020 0:00:00,1729,41.659999999999997,-93.706000000000003,41.678600000000003,-93.689200000000000,The tornado began near Terra Park and ended near Dewey Park in Johnston.  Estimated peak wind speed of 95 mph was determined with damage to multiple large trees and power lines.  No damage to buildings was noted.,"A boundary remained fairly stationary across the state with environmental parameters continuing to support storm development. Storms across central Iowa produced some wind damage, downing trees and snapping a power pole. A tornado also occurred, cutting through Johnston, a northern Des Moines suburb. Tornado damage was largely confined to trees and powerlines with no structural damage reported.",18
-1,887328,Dallas,WAUKEE,5/26/2020 0:00:00,1218,Tornado,,EF0,0,0,30000,0,IA,CST-6,,147513,C,49,DMX,0,0,NWS Storm Survey,,0.950000000000000,40,1,SE,0,NE,WAUKEE,5/26/2020 0:00:00,1220,41.611899999999999,-93.886200000000002,41.624499999999998,-93.893500000000003,"A tornado developed on the north edge of downtown Waukee and moved northwest, causing minor damage at a church and car dealership.  The tornado also removed some shingles and roofing to a new house that was still under construction.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",19
-1,887330,Dallas,SHULER MINE,5/26/2020 0:00:00,1228,Tornado,,EFU,0,0,0,0,IA,CST-6,,147513,C,49,DMX,0,0,Social Media,,1.690000000000000,30,3,NW,2,E,DALLAS CENTER,5/26/2020 0:00:00,1231,41.661799999999999,-93.914599999999993,41.679099999999998,-93.937799999999996,"Numerous videos on social media captured the tornado in rural areas between Waukee and Dallas Center.  The tornado impacted no damage indicators, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",20
-1,887331,Boone,BERKLEY,5/26/2020 0:00:00,1304,Tornado,,EFU,0,0,0,0,IA,CST-6,,147513,C,15,DMX,0,0,Storm Chaser,,0.600000000000000,20,5,SE,4,SE,BERKLEY,5/26/2020 0:00:00,1305,41.896400000000000,-94.060599999999994,41.903900000000000,-94.066900000000004,"A storm chaser caught a brief tornado in rural Boone county.  The tornado did not impact any damage indicators, hence the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",21
-1,887332,Boone,OGDEN,5/26/2020 0:00:00,1322,Tornado,,EFU,0,0,0,0,IA,CST-6,,147513,C,15,DMX,0,0,Storm Chaser,,0.210000000000000,20,2,E,2,E,OGDEN,5/26/2020 0:00:00,1323,42.023600000000002,-93.986699999999999,42.026400000000002,-93.988699999999994,"Storm chaser observed a very brief tornado between Boone and Ogden south of Highway 30.  The tornado did not impact any damage indicators, hence the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",22
-1,887333,Wright,WOOLSTOCK,5/26/2020 0:00:00,1438,Tornado,,EF1,0,0,70000,0,IA,CST-6,,147513,C,197,DMX,0,0,Emergency Manager,,5.140000000000000,250,2,WSW,2,S,EAGLE GROVE,5/26/2020 0:00:00,1444,42.562199999999997,-93.890299999999996,42.636299999999999,-93.898600000000002,A tornado developed just north of the Wright County/Hamilton County line and moved north. Significant tree damage occurred along the path and a large machine shed was destroyed.,"A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",23
-1,887334,Guthrie,ADAIR,5/26/2020 0:00:00,1453,Tornado,,EFU,0,0,0,0,IA,CST-6,,147513,C,77,DMX,0,0,Storm Chaser,,2.940000000000000,35,2,NNE,5,N,ADAIR,5/26/2020 0:00:00,1458,41.531300000000002,-94.635999999999996,41.572299999999998,-94.650800000000004,"Storm Chaser observed a tornado north of Adair in rural Guthrie county.  The tornado had an intermittent path with no damage indicators impacted, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",24
-1,887335,Guthrie,NORTH BRANCH,5/26/2020 0:00:00,1516,Tornado,,EFU,0,0,0,0,IA,CST-6,,147513,C,77,DMX,0,0,Storm Chaser,,0.660000000000000,20,4,E,4,E,NORTH BRANCH,5/26/2020 0:00:00,1517,41.640700000000002,-94.646699999999996,41.649500000000003,-94.651600000000002,"Storm Chasers captured a brief tornado in western Guthrie county.  The tornado was in a rural location with no damage indicators impacted, therefore the EFU rating.","A boundary lifting north through Iowa was the focus for convection and tornado development.  Sufficient instability and enhanced shear near the boundary helped produce seven tornadoes on this day.  One tornado occurred in Waukee, Iowa but produced only EF0 damage.  The strongest tornado was an EF1 located south of Eagle Grove reaching a width of almost 250 yards.",25
-1,888560,Kossuth,GERMAN VLY,6/18/2020 0:00:00,1737,Tornado,,EFU,0,0,0,0,IA,CST-6,,147668,C,109,DMX,0,0,Social Media,,0.720000000000000,30,4,WNW,4,NW,GERMAN VLY,6/18/2020 0:00:00,1738,43.313800000000001,-94.102800000000002,43.320000000000000,-94.091300000000004,"Several pictures and one video obtained via social media tracked a tornado across rural Kossuth county.  The tornado produced no impacts to damage indicators, hence the EFU rating.","An upper-level trough with associated surface low pushed across the northern plains, pulling a cool front into Iowa. Scattered convection developed along the boundary, resulting in damaging wind gusts. A brief EFU tornado also developed over open land in northern Iowa. This system grew upscale overnight, bringing heavy rain to north-central Iowa.",26
-1,912820,Marshall,LA MOILLE,8/10/2020 0:00:00,1030,Tornado,,EFU,0,0,0,500,IA,CST-6,,150384,C,127,DMX,0,0,Other Federal Agency,,1.030000000000000,50,3,SW,2,SSW,LA MOILLE,8/10/2020 0:00:00,1031,42.001600000000003,-93.070099999999996,41.997700000000002,-93.050799999999995,"Brief QLCS tornado on leading edge of convection through agricultural fields.  Path found via high resolution satellite imagery.  The tornado impacted no damage indicators, hence the EFU rating.","Basic Summary: A cluster of storms in northeast Nebraska and southeast South Dakota developed into the destructive derecho that raced eastward across large portions of Iowa, northern Illinois, southern Wisconsin, northern Indiana, and southern Michigan during the morning and afternoon of August 10th. The strongest winds were experienced in central and east-central Iowa where 100+ mph winds were observed. Some of the strongest winds were in an area from roughly Marshalltown, IA eastward along the Highway 30 corridor to the Mississippi River, where estimated winds exceeded 120+ mph and approached 140 mph. A number of QLCS tornadoes were also experienced within the Highway 30 corridor. One of the most remarkable aspects of the derecho was the duration of severe winds, with many areas experiencing at least periodic, if not persistent, severe level (58+ mph) winds over a roughly 30 minute time frame. As the derecho moved eastward out of Iowa, it continued to expand, but weakened from its peak strength. Winds continued to exceed severe criteria (58+ mph) in Illinois, Wisconsin, Indiana, and Michigan and began to produce additional QLCS tornadoes across northern Illinois before fading out across northern Indiana and southern Michigan.||In the wake of the derecho, damage was substantial in many areas, rural and urban. Many agriculture fields, mainly corn, were flattened within the swaths of strongest winds. Initial estimates suggest at least 850,000 acres of partial or complete crop loss occurred from this event. Within urban and wooded areas extensive tree and structure damage was seen, including complete roof failure in a few instances. At its peak, total estimated customers without power exceeded 1.4 million across the affected states. In total, early estimates on losses (agriculture, infrastructure, private property) have exceeded $7.5 billion across the states affected. ||Environment: Broadly speaking, it was a ripe day for thunderstorms across the affected area with MUCAPE values often exceeding 3500-4000 J/kg by the mid morning hours concurrent with mid-upper level short wave support, and indications that any cold pool development would be strong (difference between cold pool and ambient air) and potentially long lived. For detailed environmental analysis, including soundings, please view the various local NWS office event review pages: NWS Des Moines, NWS Quad Cities, NWS Chicago, NWS Milwaukee, NWS Central Illinois, NWS Northern Indiana, or NWS Indianapolis.||Additional Details: Numerous injuries occurred during the derecho and in the aftermath during cleanup, including 4 direct and indirect deaths of which 3 occurred in Iowa (two in Poweshiek County and one in Linn County) and 1 in Indiana (Fort Wayne).||Disclaimer: The August 10, 2020 derecho resulted in widespread high-end damage across large portions of central and southern Iowa. Given the size and scope of the event and understanding that final damage and loss estimates (agriculture, infrastructure, and private property) will take months to complete, the NWS is not able to estimate the monetary impact at this time. Values may be added as more data becomes from various sources in future months.",27
-1,912822,Marshall,MINERVA,8/10/2020 0:00:00,1036,Tornado,,EFU,0,0,0,500,IA,CST-6,,150384,C,127,DMX,0,0,Other Federal Agency,,0.420000000000000,50,1,ENE,1,E,MINERVA,8/10/2020 0:00:00,1037,42.125000000000000,-93.068399999999997,42.122300000000003,-93.060900000000004,"Brief tornado captured from post event UAS survey.  Stayed in cropland with no impacts to damage indicators, hence the EFU rating.","Basic Summary: A cluster of storms in northeast Nebraska and southeast South Dakota developed into the destructive derecho that raced eastward across large portions of Iowa, northern Illinois, southern Wisconsin, northern Indiana, and southern Michigan during the morning and afternoon of August 10th. The strongest winds were experienced in central and east-central Iowa where 100+ mph winds were observed. Some of the strongest winds were in an area from roughly Marshalltown, IA eastward along the Highway 30 corridor to the Mississippi River, where estimated winds exceeded 120+ mph and approached 140 mph. A number of QLCS tornadoes were also experienced within the Highway 30 corridor. One of the most remarkable aspects of the derecho was the duration of severe winds, with many areas experiencing at least periodic, if not persistent, severe level (58+ mph) winds over a roughly 30 minute time frame. As the derecho moved eastward out of Iowa, it continued to expand, but weakened from its peak strength. Winds continued to exceed severe criteria (58+ mph) in Illinois, Wisconsin, Indiana, and Michigan and began to produce additional QLCS tornadoes across northern Illinois before fading out across northern Indiana and southern Michigan.||In the wake of the derecho, damage was substantial in many areas, rural and urban. Many agriculture fields, mainly corn, were flattened within the swaths of strongest winds. Initial estimates suggest at least 850,000 acres of partial or complete crop loss occurred from this event. Within urban and wooded areas extensive tree and structure damage was seen, including complete roof failure in a few instances. At its peak, total estimated customers without power exceeded 1.4 million across the affected states. In total, early estimates on losses (agriculture, infrastructure, private property) have exceeded $7.5 billion across the states affected. ||Environment: Broadly speaking, it was a ripe day for thunderstorms across the affected area with MUCAPE values often exceeding 3500-4000 J/kg by the mid morning hours concurrent with mid-upper level short wave support, and indications that any cold pool development would be strong (difference between cold pool and ambient air) and potentially long lived. For detailed environmental analysis, including soundings, please view the various local NWS office event review pages: NWS Des Moines, NWS Quad Cities, NWS Chicago, NWS Milwaukee, NWS Central Illinois, NWS Northern Indiana, or NWS Indianapolis.||Additional Details: Numerous injuries occurred during the derecho and in the aftermath during cleanup, including 4 direct and indirect deaths of which 3 occurred in Iowa (two in Poweshiek County and one in Linn County) and 1 in Indiana (Fort Wayne).||Disclaimer: The August 10, 2020 derecho resulted in widespread high-end damage across large portions of central and southern Iowa. Given the size and scope of the event and understanding that final damage and loss estimates (agriculture, infrastructure, and private property) will take months to complete, the NWS is not able to estimate the monetary impact at this time. Values may be added as more data becomes from various sources in future months.",28
